,API Name,API Url,API Cat,API Desc
1274, SubHub,https://www.programmableweb.com/api/subhub, Tools," [This API is no longer available and this page is being maintained purely for historical and research purposes.]
SubHub is a website creation platform based on Drupal. SubHub offers their users to..."
1275, OneSkyApp,https://www.programmableweb.com/api/oneskyapp, Tools," OneSkyApp is a translation service for mobile and web applications. With the OneSkyApp platform, users can get quotes for how much translation will cost, receive translation help and support, and get..."
1276, Airbrake,https://www.programmableweb.com/api/airbrake, Tools," Airbrake is an application that gathers errors caused by other applications. Airbrake provides reports on the errors for review and analysis, as well as auto resolving based on specifications.
The..."
1277, Online Cron Job,https://www.programmableweb.com/api/online-cron-job, Tools," Online Cron Job is a web based API service for scheduled or recurring tasks (cron jobs). The API can be integrated into users' applications. Add new tasks via API and when the time comes, the API..."
1278, Wondergraphs,https://www.programmableweb.com/api/wondergraphs, Tools," Wondergraphs is service that provides visual business analytics in different formats, such as reports, graphs, and charts. Wondergraphs can work with any user data to create tools for analysis and..."
1279, CreateSurvey,https://www.programmableweb.com/api/createsurvey, Tools," [This API is no longer available and this page is being maintained purely for historical and research purposes.]
CreateSurvey is a web application to create, conduct and analyze online surveys...."
1280, Bontq,https://www.programmableweb.com/api/bontq, Tools," Bontq is a site bug tracking and issue tracking service that is hosted in the cloud. Bontq can also be used as a project management platform.
The Bontq API allows developers to access and integrate..."
1281, 3Scale Billing,https://www.programmableweb.com/api/3scale-billing, Financial, 3Scale enables API owners to integrate API management services into their existing systems. 3scale offers an on-demand infrastructure platform lets businesses capitalize on their Web Services to...
1282, 3Scale Analytics,https://www.programmableweb.com/api/3scale-analytics, Tools, 3Scale enables API owners to integrate API management services into their existing systems. 3scale offers an on-demand infrastructure platform lets businesses capitalize on their Web Services to...
1283, DAR.fm,https://www.programmableweb.com/api/darfm, Music, DAR.fm is an audio recording service that allows users to record audio shows and stations from radio. Users can listen to their recordings whenever they would like. Users can find content they want...
1284, 3Scale Account Management,https://www.programmableweb.com/api/3scale-account-management, Tools, 3Scale enables API owners to integrate API management services into their existing systems. 3scale offers an on-demand infrastructure platform lets businesses capitalize on their Web Services to...
1285, ConvertAPI Web2Image,https://www.programmableweb.com/api/convertapi-web2image, Tools, Web2Image lets developers create a screen capture image from any URL. The ConvertAPI Web2Image API is a pay-per-credit API that allows website URLs to be converted into various image formats....
1286, ConvertAPI Web2PDF,https://www.programmableweb.com/api/convertapi-web2pdf, Tools, Web2PDF lets developers create a PDF file of a web page from any URL. The ConvertAPI Web2PDF API is a pay-per-credit API that allows website URLs to be converted into PDFs. Developers can manipulate...
1287, CloudFactory,https://www.programmableweb.com/api/cloudfactory, Tools," CloudFactory is a service that allows businesses and developers to integrate a virtual factory for all types of digital work such as tagging images, moderating content, generating sales leads and..."
1288, TrustYou Semantic,https://www.programmableweb.com/api/trustyou-semantic, Tools," TrustYou provides several tools for performing semantic analysis of data, such as reviews of hotels and restaurants, and integrating them into an app or website. The TrustYou service can extract..."
1289, Home Energy Saver,https://www.programmableweb.com/api/home-energy-saver, Government," Home Energy Saver (HES) is a service of the US Department of Energy, developed by Lawrence Berkeley National Laboratory (LBNL), that provides recommendations to homeowners for upgrading and improving..."
1290, ActiveCollab,https://www.programmableweb.com/api/activecollab, Tools," ActiveCollab is a system that lets you and your team collaborate more efficiently by sharing files, discussing ideas and managing projects, as well as letting you track time, create invoices, and..."
1291, Syncfriend,https://www.programmableweb.com/api/syncfriend, Tools," Syncfriend is a service that syncs a user's mobile phone contacts and stores the contact information in the cloud.
The Syncfriend API allows developers to access data and functionality of..."
1292, Sentinel Monitoring,https://www.programmableweb.com/api/sentinel-monitoring, Tools," Sentinel Monitoring is an online server and website monitoring service. Customers can receive weekly reports of any problems, as well as get real-time text, email, or Twitter alerts when problems are..."
1293, Playnice.ly,https://www.programmableweb.com/api/playnicely, Tools," Playnice.ly is a bug tracking service that allows developers to track their coding projects, either independently or as part of a team.
The Playnice.ly API allows developers to access and integrate..."
1294, Tiny.cc,https://www.programmableweb.com/api/tinycc, Tools," Tiny.cc is a tool for making email-friendly links. Use on blogs, forums, social networks, instant messages, online publications or ad campaigns. Shorten and track it for business or educational..."
1295, IMG to CSS,https://www.programmableweb.com/api/img-to-css, Tools," IMG to CSS is a conversion tool that converts image files into HTML/CSS. Using IMG to CSS, users can make sure their images will be seen in emails, as email clients won't block CSS.
The IMG to CSS..."
1296, Loggr,https://www.programmableweb.com/api/loggr, Tools," Loggr is a service that provides web application analytics. Loggr includes event logging, analytics, and notifications. The analytics and information are completely searchable for users.
The Loggr..."
1297, PulseFlow,https://www.programmableweb.com/api/pulseflow, Tools," PulseFlow is a analytics and user behavior service. PulseFlow works with websites, web applications, and mobile applications. PulseFlow tracks user behavior and events on sites and applications.
The..."
1298, Crop PDF for Amazon Kindle,https://www.programmableweb.com/api/crop-pdf-amazon-kindle, Tools," This API lets users crop their PDF files for maximum readability on Amazon's Kindle. Users can upload a file, crop a single page or crop an entire document. It uses RESTful calls and responses are..."
1299, BTBuckets,https://www.programmableweb.com/api/btbuckets, Tools," [This API is no longer available and this page is being maintained purely for historical and research purposes.]
BTBuckets is a personalization and on-site behavioral targeting tool that allows..."
1300, Strongsteam,https://www.programmableweb.com/api/strongsteam, Tools," Strongsteam is an AppStore that offers artificial intelligence and data mining APIs to let users pull information out of images, video and audio. With the APIs, users can do things such as use..."
1301, SpeakerText,https://www.programmableweb.com/api/speakertext, Tools," SpeakerText is an online transcription service that provides transcription services for video and audio content. When the audio and video content is transcribed into text, it can be searched and..."
1302, FluidVM,https://www.programmableweb.com/api/fluidvm, Tools," FluidVM is a service that handles systems management, local and iSCSI SAN storage, and network management, along with supporting virtualization technologies, web hosting, and data center environments..."
1303, Argos Affiliate,https://www.programmableweb.com/api/argos-affiliate, Tools, The Argos affiliate program offers a full suite of APIs built to assist users in managing and optimizing their affiliate links. An account with service is required to use and view the APIs.
1304, Kwout,https://www.programmableweb.com/api/kwout, Tools, Kwout is a tool that allows users to quote part of a webpage with an image by cutting out the area they want to quote. Kwout provides users with code to embed and share in other places. Kwout has...
1305, ViewDNS.info,https://www.programmableweb.com/api/viewdnsinfo, Domains, ViewDNS in an online source for DNS related tools. The tools provided by ViewDNS.info allow users to gather a large amount of data about a given website or IP address. The ViewDNS.info API allows...
1306, tinyThom.as,https://www.programmableweb.com/api/tinythomas, Tools, tinyThom.as is an online tool for preserving the webpages put up by the Library of Congress for documents related to the U.S. Congress. tinyThom.as generates both full-size and short permanent URLs...
1307, Thomas Beyer First Names and Gender,https://www.programmableweb.com/api/thomas-beyer-first-names-and-gender, Reference," This REST webservice is based on a list from Jörg Michael, containing more than 40,000 forenames, its gender and the approximate frequency of each name in all European countries and in a lot of other..."
1308, gPodder,https://www.programmableweb.com/api/gpodder, Tools, gPodder is a service that allows the user to download free audio and video content (Podcasts) to watch on their computer or on the go. The gPodder Web Service API provides a way to upload and...
1309, Newspaper Club,https://www.programmableweb.com/api/newspaper-club, Other, Newspaper Club is a website that helps users make their own printed newspapers. Visitors can use the online tool to upload and arrange their words and pictures or use the site to send a PDF. Users...
1310, ShifD,https://www.programmableweb.com/api/shifd, Tools," ShifD is an application that allows users to move content back and forth between their mobile devices and computers. Content that can be shifted includes notes, contact information, and links.
The..."
1311, Backlog,https://www.programmableweb.com/api/backlog, Project Management," Backlog is a project management tool that supports collaboration and communication amongst team members. It provides features such as a gantt chart, file sharing, version control, issue management,..."
1312, FullContact Person,https://www.programmableweb.com/api/fullcontact-person, Social," FullContact provides a suite of tools to support individuals, businesses, and developers in managing and enhancing their contact data. The FullContact Person API allows applications to lookup..."
1313, GTmetrix,https://www.programmableweb.com/api/gtmetrix, Tools," GTMetrix is a tool to test the speed and performance of websites. GTMetrix also provides a list of recommended actions for developers to make their websites faster, such as avoiding bad URLs and..."
1314, Pongr Image Recognition,https://www.programmableweb.com/api/pongr-image-recognition, Tools," [This API is no longer available and this page is being maintained purely for historical and research purposes.]
The Pongr Image Recognition API is a cloud-based image recognition API, with..."
1315, VenueCost,https://www.programmableweb.com/api/venuecost, Events," [This API is no longer available and this page is being maintained purely for historical and research purposes.]
VenueWebServices is a service that collects information on events, venues, and..."
1316, Service Objects DOTS Fast Tax,https://www.programmableweb.com/api/service-objects-dots-fast-tax, Tools, Service Objects is the industry leader in Real-Time Contact Validation solutions. Service Objects develops and delivers information solutions that improve the integrity of online transactions and...
1317, Service Objects DOTS Name Validation,https://www.programmableweb.com/api/service-objects-dots-name-validation, Tools, Service Objects is the industry leader in Real-Time Contact Validation solutions. Service Objects develops and delivers information solutions that improve the integrity of online transactions and...
1318, Renderfarm.fi,https://www.programmableweb.com/api/renderfarmfi, Tools, Renderfarm is a free online rendering service. Rederfarm allows 3D artists and animators to render their stills and animations based on the community of Renderfarm. Users can both access rendering...
1319, Curriculum U,https://www.programmableweb.com/api/curriculum-u, Education, Curriculum U is a web-based application that enables you to create and share curriculum. Its API lets you search learning content and school levels and returns K-12 content standards in XML format.
1320, Key Survey,https://www.programmableweb.com/api/key-survey, Tools," Key Survey offers an online survey service as well as real-time data interpretation and personalized business services. The Key Survey API enables users to automate survey releases after events,..."
1321, SEOBudget,https://www.programmableweb.com/api/seobudget, Tools," SEOBudget is a Russian site for assessing the value of your search engine links based on traffic, affiliate connections, and other metrics. The SEOBudget API follows the XMl-RPC protocol and allows..."
1322, Pastebin.com,https://www.programmableweb.com/api/pastebincom, Tools, Pastebin.com is a website where users can store text for a certain period of time. The site is most often used by programmers to store pieces of source code or configuration information although any...
1323, Wklej,https://www.programmableweb.com/api/wklej, Tools, WKLEJ is a Polish Pastebin allowing the storage and sharing of text and codes. The WKLEJ API allows the posting of text and code both publicly and privately.
1324, MicroPoll,https://www.programmableweb.com/api/micropoll, Tools," MicroPoll is a web polling service. Micropoll allows users to create and publish web polls, as well as analyze the results from the poll. MicroPoll also allows for customizable look and feel, answer..."
1325, QuestionPro,https://www.programmableweb.com/api/questionpro, Tools," QuestionPro is an online survey service that allows users to create surveys, collect responses from survey participants, and
analyze the results of the survey.
The QuestionPro API allows..."
1326, KAYWA QR-Code,https://www.programmableweb.com/api/kaywa-qr-code, Tools," The Kaywa QR-Code API is open API to facilitate the writing of programs to create and decode QR-Codes. The API requires an API key and operates with the REST protocol, returning JSON."
1327, NoiseTube,https://www.programmableweb.com/api/noisetube, Tools, NoiseTube is a service that allows users to upload an application to their smartphones to collect and monitor data on noise pollution. Users can collect noise data and contribute the data to the...
1328, Tender Support,https://www.programmableweb.com/api/tender-support, Tools," Tender Support is an online customer service and helpdesk provider to support companies and organizations with their customer service and support.
The Tender Support API allows users to access and..."
1329, appFigures,https://www.programmableweb.com/api/appfigures, Tools, appFigures is a reporting platform for iPhone developers that automatically downloads and visualizes iTunes Connect sales data with App Store reviews and ranks for all of their apps. Developers can...
1330, Greencheck,https://www.programmableweb.com/api/greencheck, Tools, Cleanbits is a website that allows companies to see how much pollution their internet infrastructure and activities account for as well as gives them the opportunity to offset it through wind energy...
1331, Quicktate,https://www.programmableweb.com/api/quicktate, Tools, The Quicktate API allows you to integrate our audio transcription backend into your applications. Using an XML-RPC protocol you can send your audio files to be converted into text. Service charges...
1332, Coginov,https://www.programmableweb.com/api/coginov, Tools," [This API is no longer available and this page is being maintained purely for historical and research purposes.]
The Coginov API takes information streams and applies sorting algorithms to..."
1333, Survey Console,https://www.programmableweb.com/api/survey-console, Tools," SurveyConsole is web based software for creating and distributing surveys. It consists of an intuitive wizard interface for creating survey questions, tools for distributing surveys via email or..."
1334, Flukso,https://www.programmableweb.com/api/flukso, Tools," Flukso is a web-based community metering application. Install a Fluksometer near your fuse box, and you will be able to monitor, share, and reduce your electricity consumption through the website...."
1335, Newsmonster.org,https://www.programmableweb.com/api/newsmonsterorg, Feeds," Newsmonster.org offers an online RSS News Aggregator that is customizable and scalable, offering the latest news from many syndicated sources in a mobile or desktop format that is easily digestible...."
1336, SUSE Studio,https://www.programmableweb.com/api/suse-studio, Tools," SUSE Studio is a service that allows users to build custom Linux from a browser. Custom systems can be exported, sent to the cloud, and published in SUSE's gallery.
The SUSE Studio API can be..."
1337, Aviary Web,https://www.programmableweb.com/api/aviary-web, Photos," [This API now exists as Adobe Creative SDK. This profile is being maintained purely for historical and research purposes.]
https://developers.aviary.com/docs/web
Separate from its flagship..."
1338, RandomText.me,https://www.programmableweb.com/api/randomtextme, Tools, RandomText is a tool designers and developers can use to grab dummy text in either Lorem Ipsum or Giberish format. The API lets developers integrate random text generation into a CMS. The API offers...
1339, Daum Context Keyword,https://www.programmableweb.com/api/daum-context-keyword, Tools," Daum is a web portal in South Korea that offers many Internet services to web users, including a popular free web-based e-mail, messaging service, forums, shopping and news.
The Daum Context..."
1340, Houdini,https://www.programmableweb.com/api/houdini, Tools," Houdini provides services that leverage human labor in support of modern websites and services, from moderating user-generated images/content and tagging/categorizing products to data collection and..."
1341, Crystal Semantics Content Categorization,https://www.programmableweb.com/api/crystal-semantics-content-categorization, Advertising," Crystal Semantics provide content categorization services which enables the rapid contextualization of webpages in milliseconds. The API returns a ranked sequence of categories, ordered by relevance..."
1342, Hoptoad,https://www.programmableweb.com/api/hoptoad, Tools," Hoptoad collects errors generated by other applications, and aggregates the results for developer review. The Hoptoad API allows users to access lists of errors via RESTful calls. Calls are provided..."
1343, tldr.it,https://www.programmableweb.com/api/tldrit, Tools," Tldr.it is a content extraction and summarization service. Tldr.it can help users get the main details out of content (news articles, blogs, RSS feeds) without having to read through any irrelevant..."
1344, Lymbix Sentiment Analysis,https://www.programmableweb.com/api/lymbix-sentiment-analysis, Tools," Lymbix provides sentiment analysis services for any form of text-based communication. The service looks for the tone in messages such as emails and tweets. With the API, developers can integrate the..."
1345, Agendize Platform,https://www.programmableweb.com/api/agendize-platform, Enterprise," Agendize provides conversion tools that help businesses convert web visitors into leads and clients, and track everything along the way. These tools include Click-to-Call, Send to Phone (by SMS),..."
1346, URL2PNG,https://www.programmableweb.com/api/url2png, Tools, URL2PNG is a service that lets users integrate screenshots into their website or iOS product by using the screenshot API. Sample code is provided but full documentation is not available.
1347, LodgeIt!,https://www.programmableweb.com/api/lodgeit, Tools," LodgeIt is a pastebin for programming code. It allows users to upload, share and comment on code samples. LodgeIt currently supports two APIs, XMLRPC and JSON. The API allows users to retrieve..."
1348, KDE Pastebin,https://www.programmableweb.com/api/kde-pastebin, Tools," KDE Pastebin is an opensource pastebin service allowing users to upload snippets of text or code for public viewing. The API allows developers to create their own project pastebin, show individual..."
1349, Fog Creek FogBugz XML,https://www.programmableweb.com/api/fog-creek-fogbugz-xml, Tools," FogBugz is bug tracking software used in software project management. The FogBugz XML API allows any web-enabled application to communicate with a FogBugz site. Using the API, developers can..."
1350, Fog Creek Kiln,https://www.programmableweb.com/api/fog-creek-kiln, Tools, The provider offers a complete read/write API for interacting with Mercurial repositories hosted by Kiln. The API gives developers nearly complete programatic access to their Kiln account and all of...
1351, Google Apps Script Execution,https://www.programmableweb.com/api/google-apps-script-execution, Tools," Google Apps Script Execution is an automation API that lets developers use JavaScript to interact with many of Google's products, including Calendar, Docs and Contacts. Using the API, developers can..."
1352, AppsGeyser,https://www.programmableweb.com/api/appsgeyser, Tools, AppsGeyser is a web platform that allows users to convert any web content to apps for Android OS. With AppsGeyser users can clip any web content or get any web widget and convert it to an app. The...
1353, NAC Real-time Conversion,https://www.programmableweb.com/api/nac-real-time-conversion, Tools," The Natural Area Coding System is a geodetic system that has generated code called Natural Area Code (NAC) to unify the representations of geographic coordinates, area codes, street addresses, postal..."
1354, JayCut,https://www.programmableweb.com/api/jaycut, Video," JayCut is an online based video editing service. The JayCut API allows users to integrate the video editing services into their websites. The API exposes the following functionality:
*Embedding the..."
1355, Murrion Software Blacknight services status,https://www.programmableweb.com/api/murrion-software-blacknight-services-status, Tools, Murrion Software specializes in developing smart web applications using PHP/Codeigniter...
1356, Doxument,https://www.programmableweb.com/api/doxument, Tools, Doxument provides a platform for document conversion in the cloud for businesses and developers. The Doxument API allows developers to integrate document conversion functionality into any project...
1357, Location Labs Geofence,https://www.programmableweb.com/api/location-labs-geofence, Tools," The Geofencing product provides an API for a developer to create a geofence, a virtual perimeter around a location of interest, that triggers an alert when a user enters, exits or dwells in it...."
1358, Cleeng,https://www.programmableweb.com/api/cleeng, Tools," Cleeng helps publishers monetize their content via subscriptions, advertisements, or direct micro-payments (between 0.15 and 19.99 EU). Plugins are available for popular CMSes and payment gateways...."
1359, Syllabs,https://www.programmableweb.com/api/syllabs, Tools," Syllabs develops technologies for semantic analysis of text content. The Syllabs API, lets developers integrate the functionality of the semantic analysis platform in their own web site or..."
1360, Dive.io,https://www.programmableweb.com/api/diveio, Social, Dive.io is an online social service where SCUBA divers can post information about dives they have completed and places they dive. Other users can then browse dive records and see other user's...
1361, ProcessWire,https://www.programmableweb.com/api/processwire, Tools, ProcessWire's API is inspired by jQuery and it's simple and fun to use style and syntax which lets you get a lot done without a lot of work. The ProcessWire API provides developers with a library...
1362, Red Condor Provisioning,https://www.programmableweb.com/api/red-condor-provisioning, Tools, The Red Condor Provisioning API is a REST-based XML API that helps administrators of the Red Condor Message Assurance Gateway appliance automate configuration and maintenance of their system settings...
1363, FormLizard,https://www.programmableweb.com/api/formlizard, Tools," FormLizard uses an online interview format to fill out forms. With their API, users can integrate the form completing and document authoring capability of FormLizard into their own applications. This..."
1364, Location Genome,https://www.programmableweb.com/api/location-genome, Tools," The Location Genome Platform is a uniform solution combing Content, Context and Collaboration on top of locations. It offers a set of APIs to access rich content, deep understanding and real time..."
1365, Mojo Helpdesk,https://www.programmableweb.com/api/mojo-helpdesk, Tools, Mojo Helpdesk is a helpdesk service that allows users to create help tickets and add comments to tickets. Mojo Helpdesk offers a SOAP-based API for developers to create their own applications around...
1366, Mydrmspace.com,https://www.programmableweb.com/api/mydrmspacecom, Tools, Mydrmspace is the place where you can sign your multimedia with invisible and inaudible ID. You can also add hidden comments into the signed multimedia files. Wherever your multimedia files are there...
1367, Planning Center,https://www.programmableweb.com/api/planning-center, Tools," Planning Center is an online service that allows users to have one central place to organize all aspects of their ministry service (such as scheduling, creating service plans, and posting music) and..."
1368, Publishflow,https://www.programmableweb.com/api/publishflow, Tools," Publishflow is a service that allows online news publishers to monitor live competitor publishing activity. Instead of having to spend hours manually monitoring competitor websites, the Publishflow..."
1369, Quixly,https://www.programmableweb.com/api/quixly, eCommerce," Quixly solves a big problem in online payments today. Quixly delivers your digital files (Music Albums, PDF Books, Software, Video, Artwork, and anything else that can be downloaded) to your..."
1370, SafeLinking,https://www.programmableweb.com/api/safelinking, Security," Safelinking.net provides a way for users to hide links shared on the web, especially on Facebook, Twitter and other social sites. The service puts a CAPTCHA or password on links, so bots cannot..."
1371, Checklist.com,https://www.programmableweb.com/api/checklistcom, Tools," Checklist.com provides a checklist platform that helps people manage their daily lives with pre-made, interactive checklists which can be shared with anyone and accessed anywhere. The API gives users..."
1372, Text-Processing.com,https://www.programmableweb.com/api/text-processingcom, Tools," Text-Processing.com is a natural language service. Using semantic and sentiment analysis, the service provides tools for determining meaning behind text.
The text-processing.com API is a service for..."
1373, Flashcard Exchange,https://www.programmableweb.com/api/flashcard-exchange, Education," Flashcard Exchange is an online flashcard service, with many different categories and topics. The Flashcard Exchange RESTful API has just now been made public. The API has also been enhanced to..."
1374, Carbon Calculated,https://www.programmableweb.com/api/carbon-calculated, Tools, Carbon Calculated provides industry leading carbon and energy management software that is fully compliant with government regulations. The data that Carbon Calculated is based on is accessible...
1375, 4Shared,https://www.programmableweb.com/api/4shared, File Sharing," 4shared is an online storage and file sharing service that was founded in 2005. Users can upload, store and share all types of files, including music, video, photos and documents.
The 4shared API..."
1376, Snipt.net,https://www.programmableweb.com/api/sniptnet, Tools," Snipt is a service to share and refer back to code snippets, commands that programmers use frequently. The Snipt API is for developers who want to create their own applications that can interact with..."
1377, socialmod,https://www.programmableweb.com/api/socialmod, Social," Socialmod is a service that makes it easy to moderate user generated content (UGC), including text, videos, pictures, and Twitter posts. Socialmod also provides a RESTful API for developers who wish..."
1378, WordArt.com,https://www.programmableweb.com/api/wordartcom, Art," WordArt.com is an online word cloud art creator that enables you to create amazing and unique word cloud art that produces professional quality results. It can be achieved simply, with minimal time..."
1379, Get Localization,https://www.programmableweb.com/api/get-localization, Tools, Get Localization is a free web based software translation platform. Get Localization utilizes crowdsourcing in software/app translations. There is also an option to use professional translators or...
1380, TrackMyPeople,https://www.programmableweb.com/api/trackmypeople, Tools, TrackMyPeople is a time tracking service that allow users to track their time by project/issue with either a web interface or a desktop widget. The TrackMyPeople API allows developers to create their...
1381, TripTracker,https://www.programmableweb.com/api/triptracker, Travel," TripTracker is a social travel mapping service that users can use to store data about their trips; photos, journals, GPS coordinates, travel location, etc. Users can then share this data with friends..."
1382, Twishort,https://www.programmableweb.com/api/twishort, Social," Twishort is a service that lets users tweet messages over Twitter's 140 character limit. Twishort does this by breaking up the message text and including a link to the full post, so that the message..."
1383, TYPOGRAFFIT,https://www.programmableweb.com/api/typograffit, Tools," TYPOGRAFFIT is a website that lets users convert text into typography images. Using the service is free and does not require sign up, although users need to sign up if they want to upload source..."
1384, IMG4Me,https://www.programmableweb.com/api/img4me, Tools, IMG4Me is a web tool that converts text into images to prevent crawlers (Supports multiple languages without encoding issues). IMG4Me also provides a free API for developers to create their own...
1385, OneHourTranslation,https://www.programmableweb.com/api/onehourtranslation, Tools," The human translation API provides direct interface to more than 10000 professional translators and over 55 languages. There is no need to login, upload files etc. and your text will be sent directly..."
1386, DocRaptor,https://www.programmableweb.com/api/docraptor, Office, DocRaptor is a RESTful API that allows users to generate PDF and Excel documents using simple HTML. Users can use styles to style the HTML and it will translate to some XLS/PDF formatting. The API...
1387, ICanLocalize,https://www.programmableweb.com/api/icanlocalize, Tools," ICanLocalize is a translation management tool that provides website translation, software/app localization, and other text translation services. With the ICanLocalize API, you can set up a project,..."
1388, Bing Translator,https://www.programmableweb.com/api/bing-translator, Tools," The Microsoft Translator services can be used in web or client applications to perform language translation operations. The API can be used with either REST, SOAP or JavaScript protocol and responses..."
1389, iSpeech Automated Speech Recognition,https://www.programmableweb.com/api/ispeech-automated-speech-recognition, Tools, iSpeech is a company that provides high-quality text-to-speech and voice recognition software (SDKs and APIs). The iSpeech Automated Speech Recognition API allows developers to create 'hands-free'...
1390, iSpeech Text-To-Speech,https://www.programmableweb.com/api/ispeech-text-to-speech, Tools, iSpeech is a company that provides high-quality text-to-speech and voice recognition software (SDKs and APIs). iSpeech Text-to-Speech began as a tool to help college students listen to text-based...
1391, Ediscio,https://www.programmableweb.com/api/ediscio, Education, Ediscio is an online flashcard learning website. Users can create their own flashcards and set a learning schedule. Ediscio also provides a RESTful API to allow developers to create their own...
1392, CIA.vc,https://www.programmableweb.com/api/ciavc, Tools," CIA.vc is a website that provides Open Source Version Control. CIA.vc also provides tools for live project updates and statistics (IRC bot for IRC channels, RSS feeds on project/author pages). The..."
1393, Yandex Detektor,https://www.programmableweb.com/api/yandex-detektor, Mobile, Yandex is the largest search engine in Russia and develops a number of Internet-based services and products. Yandex offers owners of websites and blogs tools with which they can apply the functional...
1394, Yandex Speller,https://www.programmableweb.com/api/yandex-speller, Tools, Yandex is the largest search engine in Russia and develops a number of Internet-based services and products. Yandex offers owners of websites and blogs tools with which they can apply the functional...
1395, Data8 Goneaway Identification Web Service,https://www.programmableweb.com/api/data8-goneaway-identification-web-service, Tools," Data8 is the UK's premier data solutions provider with a range of data cleansing, postcode lookup and data validation services to ultimately improve the way businesses communicate with their..."
1396, Data8 Unusable/Salacious Names,https://www.programmableweb.com/api/data8-unusablesalacious-names, Tools," Data8 is the UK's premier data solutions provider with a range of data cleansing, postcode lookup and data validation services to ultimately improve the way businesses communicate with their..."
1397, Ericsson Web Device Connectivity,https://www.programmableweb.com/api/ericsson-web-device-connectivity, Tools," Ericsson Labs provides a JavaScript library that enables developers to build websites that can interact with UPnP/DLNA standard devices (TVs, Blueray players, etc). One example application developed..."
1398, Ericsson Web Connectivity,https://www.programmableweb.com/api/ericsson-web-connectivity, Tools," Ericsson Labs provides the Web Connectivity API as a JavaScript library for web application and web page development. For server-side development, a Ruby on Rails library and an HTTP interface are..."
1399, LogMyTime,https://www.programmableweb.com/api/logmytime, Tools," LogMyTime provides a time-tracking service aimed at self-employed workers or small businesses. LogMyTime also provides a RESTful API, allowing developers to integrate LogMyTime's services into their..."
1400, Pearson Correlation Coefficient,https://www.programmableweb.com/api/pearson-correlation-coefficient, Tools," A simple HTTP-based API that can be used to calculate the Pearson Correlation Coefficient between two variables, X and Y. The variables can be passed as either t, an interleaved list of strings (one..."
1401, ARIN Whois,https://www.programmableweb.com/api/arin-whois, Tools, The American Registry for Internet Numbers (ARIN) is a Regional Internet Registry (RIR) incorporated in Virginia. ARIN provides services related to the technical coordination and management of...
1402, Ericsson Text to Speech,https://www.programmableweb.com/api/ericsson-text-to-speech, Tools," Ericsson Labs provides a text to speech utility, Ericsson Text to Speech API. The API can be accessed either through a RESTful web based interface, or through an Android SDK. The RESTful API can be..."
1403, Ericsson Event Source,https://www.programmableweb.com/api/ericsson-event-source, Telephony," [This API is no longer available and this page is being maintained purely for historical and research purposes.]
Ericsson Labs Event Source API is a JavaScript library that developers can embed..."
1404, Ericsson Cluster Constructor,https://www.programmableweb.com/api/ericsson-cluster-constructor, Tools, The Ericcson Cluster Constructor API is a RESTful API that lets users upload a dataset and calculate clusters in the data. These clusters are then available for further analysis. The dataset is...
1405, Transifex,https://www.programmableweb.com/api/transifex, Tools," ""Transifex is an open service allowing people to collaboratively translate software, documentation and other types of projects. Designed as a hub for translations of open source projects, Transifex..."
1406, Joliprint,https://www.programmableweb.com/api/joliprint, Office, Joliprint is a webservice that converts HTML webpages into PDF documents. Joliprint also provides a free RESTful API for developers to integrate Joliprint's service into their own applications. In...
1407, Loggly,https://www.programmableweb.com/api/loggly, Tools," Loggly is a cloud based logging service, with tools for collecting data in any format, searching data easily and accessing data analytics. Loggly also provides a RESTful API for developers to create..."
1408, jsFiddle,https://www.programmableweb.com/api/jsfiddle, Tools," JsFiddle is an online web development editor, a playground for web developers. The tool can be used in many ways, such as an online editor for HTML, CSS, and JavaScript. Developers add their bits of..."
1409, SemantiNet Knowledge Graph,https://www.programmableweb.com/api/semantinet-knowledge-graph, Tools," The Knowledge Graph API is a RESTful API that lets developers build complex queries that can draw data from many different web resources. Data is returned in a JSON format. Currently, users do not..."
1410, MetaGlance,https://www.programmableweb.com/api/metaglance, Tools," MetaGlance is a web service used to generate metadata for web pages, documents and text passages. Developers can insert MetaGlance code into their own websites and applications to automatically..."
1411, FluidSurveys,https://www.programmableweb.com/api/fluidsurveys, Tools, FluidSurveys provides tools to easily create online surveys. Using the FluidSurveys' API developers can build their own applications around FluidSurveys' tools. The API contains methods to retrieve...
1412, Moment,https://www.programmableweb.com/api/moment, Tools, The Moment API allows users to send scheduled HTTP requests to their app to trigger server-side processes or pull data from any public resource for the app to analyze. The API allows users to...
1413, Betaface,https://www.programmableweb.com/api/betaface, Tools," Betaface API is a facial recognition and detection web service. Features include multiple faces detection, faces cropping, 123 face points detection (22 basic, 101 advanced), faces verification,..."
1414, Deepwater Oil Reporter,https://www.programmableweb.com/api/deepwater-oil-reporter, Tools, Deepwater Oil Reporter is a crowdsourcing application that lets users report on oil conditions in the Gulf. Deepwater Oil Reporter also provides an API for developers to integrate Deepwater Oil...
1415, PredictiveIntent IntentPredictionServer,https://www.programmableweb.com/api/predictiveintent-intentpredictionserver, Tools, The Intent Prediction Server provides high speed behavioral profiling and filtering services over the internet. The Intent Prediction Server is comprised of a set of powerful APIs and management...
